epoch,step,train_acc_epoch,train_acc_step,train_kl_epoch,train_kl_step,train_loss_epoch,train_loss_step,train_nll_epoch,train_nll_step,val_acc,val_loss
0,49,,0.765625,,509.53533935546875,,0.5796562433242798,,0.5391654968261719,,
0,99,,0.609375,,466.74774169921875,,0.6905746459960938,,0.653484046459198,,
0,149,,0.796875,,594.9346313476562,,0.5657258033752441,,0.5184487104415894,,
0,196,,,,,,,,,0.7030033469200134,0.5679417848587036
0,196,0.6700572371482849,,581.228759765625,,0.6564735174179077,,0.6102855801582336,,,
1,199,,0.640625,,771.9134521484375,,0.6955433487892151,,0.6342024803161621,,
1,249,,0.734375,,654.7569580078125,,0.6045733690261841,,0.5525424480438232,,
1,299,,0.703125,,715.3746337890625,,0.6655218005180359,,0.6086738705635071,,
1,349,,0.6875,,623.9970703125,,0.6584416031837463,,0.6088550686836243,,
1,393,,,,,,,,,0.7030033469200134,0.5684309601783752
1,393,0.6722822785377502,,589.8115844726562,,0.6587412357330322,,0.6118713617324829,,,
2,399,,0.765625,,532.5640258789062,,0.6255814433097839,,0.583260715007782,,
2,449,,0.75,,676.70166015625,,0.6075955033302307,,0.5538207292556763,,
2,499,,0.71875,,574.869873046875,,0.5825808644294739,,0.5368982553482056,,
2,549,,0.65625,,539.06201171875,,0.594414234161377,,0.5515771508216858,,
2,590,,,,,,,,,0.7018910050392151,0.5692337155342102
2,590,0.6682295203208923,,584.7548217773438,,0.6566034555435181,,0.6101354360580444,,,
3,599,,0.734375,,726.28515625,,0.6315831542015076,,0.5738682150840759,,
3,649,,0.640625,,763.974853515625,,0.7262047529220581,,0.6654947400093079,,
3,699,,0.65625,,585.2890625,,0.6714590787887573,,0.6249485015869141,,
3,749,,0.765625,,546.5521850585938,,0.5406922698020935,,0.4972599446773529,,
3,787,,,,,,,,,0.7011494040489197,0.569554328918457
3,787,0.6687857508659363,,581.3795166015625,,0.6582968831062317,,0.6120967864990234,,,
4,799,,0.71875,,599.6072387695312,,0.6613049507141113,,0.6136565804481506,,
4,849,,0.625,,553.1553955078125,,0.6750224232673645,,0.6310653686523438,,
4,899,,0.734375,,553.8599243164062,,0.5719225406646729,,0.527909517288208,,
4,949,,0.640625,,722.0670776367188,,0.6669703125953674,,0.6095905303955078,,
4,984,,,,,,,,,0.7007786631584167,0.569511890411377
4,984,0.6692625284194946,,590.0567626953125,,0.6556483507156372,,0.6087590456008911,,,
