epoch,step,train_acc_epoch,train_acc_step,train_kl_epoch,train_kl_step,train_loss_epoch,train_loss_step,train_nll_epoch,train_nll_step,val_acc,val_loss
0,9,,,,,,,,,0.658730149269104,0.65233314037323
0,9,0.6581196784973145,,560.3060913085938,,1.585219144821167,,0.6274308562278748,,,
1,19,,,,,,,,,0.6746031641960144,0.6530334949493408
1,19,0.6256410479545593,,507.70635986328125,,1.5036314725875854,,0.6357572674751282,,,
2,29,,,,,,,,,0.6746031641960144,0.6536689400672913
2,29,0.6666666865348816,,551.691162109375,,1.5670560598373413,,0.6239942312240601,,,
3,39,,,,,,,,,0.6746031641960144,0.6545101404190063
3,39,0.6547008752822876,,520.7066650390625,,1.5221210718154907,,0.6320240497589111,,,
4,49,,0.7777777910232544,,520.9689331054688,,1.4892367124557495,,0.5986915230751038,,
4,49,,,,,,,,,0.6746031641960144,0.6547633409500122
4,49,0.6735042929649353,,495.3594665527344,,1.450191617012024,,0.6034234166145325,,,
5,59,,,,,,,,,0.682539701461792,0.6556492447853088
5,59,0.6598290801048279,,534.5414428710938,,1.5317796468734741,,0.6180334687232971,,,
6,69,,,,,,,,,0.7063491940498352,0.6616160273551941
6,69,0.6512820720672607,,573.5232543945312,,1.6017041206359863,,0.6213224530220032,,,
7,79,,,,,,,,,0.6904761791229248,0.6614608764648438
7,79,0.6632478833198547,,539.6356201171875,,1.5455303192138672,,0.623076319694519,,,
8,89,,,,,,,,,0.6904761791229248,0.6646040678024292
8,89,0.6512820720672607,,519.2540283203125,,1.5179585218429565,,0.6303450465202332,,,
9,99,,0.7777777910232544,,526.004150390625,,1.3995742797851562,,0.5004218220710754,,
9,99,,,,,,,,,0.6904761791229248,0.6669927835464478
9,99,0.668376088142395,,514.6318359375,,1.4896936416625977,,0.6099808812141418,,,
10,109,,,,,,,,,0.6904761791229248,0.6678517460823059
10,109,0.6632478833198547,,516.3101196289062,,1.4968831539154053,,0.6143015623092651,,,
11,119,,,,,,,,,0.6904761791229248,0.6654547452926636
11,119,0.6307692527770996,,580.92822265625,,1.6700485944747925,,0.6770087480545044,,,
12,129,,,,,,,,,0.6746031641960144,0.6623433232307434
12,129,0.6786324977874756,,555.996337890625,,1.564642071723938,,0.6142209768295288,,,
13,139,,,,,,,,,0.6746031641960144,0.6621368527412415
13,139,0.6598290801048279,,558.4247436523438,,1.5611225366592407,,0.606550395488739,,,
14,149,,0.6666666865348816,,543.4830322265625,,1.5854506492614746,,0.6564198136329651,,
14,149,,,,,,,,,0.6746031641960144,0.6640681624412537
14,149,0.6837607026100159,,554.4210205078125,,1.5721930265426636,,0.6244646906852722,,,
15,159,,,,,,,,,0.6746031641960144,0.6641222238540649
15,159,0.6495726704597473,,505.2892761230469,,1.509405255317688,,0.6456629037857056,,,
16,169,,,,,,,,,0.6666666865348816,0.6619023084640503
16,169,0.6461538672447205,,552.11669921875,,1.583540916442871,,0.6397514939308167,,,
17,179,,,,,,,,,0.6746031641960144,0.662129819393158
17,179,0.6854701042175293,,549.14306640625,,1.5505728721618652,,0.6118667721748352,,,
18,189,,,,,,,,,0.6904761791229248,0.6650466918945312
