epoch,step,test_accuracy,test_loss
0,0,0.7020484209060669,0.5654163360595703
0,0,0.6975845694541931,0.5796166658401489
0,0,0.7112675905227661,0.5700508952140808
0,0,0.7148467898368835,0.5710298418998718
0,0,0.6974310278892517,0.5763147473335266
0,0,0.7203166484832764,0.5453214645385742
0,0,0.7434402108192444,0.5304540395736694
