epoch,train_nll,train_kl,train_loss,train_acc,lr
0,0.5027797818183899,880953.6875,0.5027797818183899,0.390625,0.001
0,0.42383939027786255,882202.375,0.42383939027786255,0.8125,0.001
0,0.48711302876472473,883285.375,0.48711302876472473,0.640625,0.001
0,0.4710417091846466,881046.1875,0.4710417091846466,0.5,0.001
0,0.46869736909866333,884251.375,0.46869736909866333,0.6875,0.001
0,0.49171993136405945,884900.3125,0.49171993136405945,0.65625,0.001
0,0.4784436523914337,883915.9375,0.4784436523914337,0.671875,0.001
0,0.5117061138153076,886373.8125,0.5117061138153076,0.578125,0.001
0,0.4507206976413727,885183.75,0.4507206976413727,0.59375,0.001
0,0.49402281641960144,884822.1875,0.49402281641960144,0.640625,0.001
0,0.4819318652153015,884832.125,0.4819318652153015,0.65625,0.001
0,0.4599967300891876,882594.75,0.4599967300891876,0.625,0.001
0,0.4642355442047119,884227.625,0.4642355442047119,0.703125,0.001
0,0.42751938104629517,884267.75,0.42751938104629517,0.765625,0.001
0,0.48602211475372314,883890.9375,0.48602211475372314,0.65625,0.001
0,0.5379783511161804,884364.5,0.5379783511161804,0.546875,0.001
0,0.5297715067863464,884197.75,0.5297715067863464,0.578125,0.001
0,0.48025384545326233,884614.8125,0.48025384545326233,0.609375,0.001
0,0.5174909234046936,882336.5,0.5174909234046936,0.609375,0.001
0,0.49756231904029846,881760.25,0.49756231904029846,0.625,0.001
0,0.512295663356781,883485.5625,0.512295663356781,0.59375,0.001
0,0.4688166379928589,880479.5625,0.4688166379928589,0.40625,0.001
0,0.4969371557235718,883093.75,0.4969371557235718,0.40625,0.001
0,0.4888444244861603,883429.5,0.4888444244861603,0.34375,0.001
0,0.4899839460849762,884889.25,0.4899839460849762,0.359375,0.001
0,0.502943754196167,883551.0,0.502943754196167,0.375,0.001
0,0.49315035343170166,880561.0625,0.49315035343170166,0.390625,0.001
0,0.4762093722820282,882730.0,0.4762093722820282,0.421875,0.001
0,0.4220390319824219,882987.0625,0.4220390319824219,0.734375,0.001
0,0.47610175609588623,881303.875,0.47610175609588623,0.4375,0.001
0,0.4688946306705475,884090.5,0.4688946306705475,0.46875,0.001
0,0.46978455781936646,882326.875,0.46978455781936646,0.3125,0.001
0,0.4851421117782593,883469.8125,0.4851421117782593,0.34375,0.001
0,0.506074845790863,878246.6875,0.506074845790863,0.59375,0.001
0,0.5931105017662048,883800.0,0.5931105017662048,0.5,0.001
0,0.49592480063438416,881659.75,0.49592480063438416,0.515625,0.001
0,0.5077424645423889,885584.75,0.5077424645423889,0.59375,0.001
0,0.5065200924873352,881257.6875,0.5065200924873352,0.4375,0.001
0,0.48371830582618713,882883.25,0.48371830582618713,0.546875,0.001
0,0.4558474123477936,884633.0,0.4558474123477936,0.71875,0.001
0,0.4746341109275818,880145.25,0.4746341109275818,0.25,0.001
0,0.5246449708938599,883666.75,0.5246449708938599,0.453125,0.001
0,0.511856734752655,886025.5,0.511856734752655,0.59375,0.001
