epoch,train_nll,train_kl,train_loss,train_acc,lr
0,0.3635766804218292,756719.0,0.3635766804218292,0.765625,0.001
0,0.3578575551509857,754251.9375,0.3578575551509857,0.75,0.001
0,0.4995861351490021,756520.0,0.4995861351490021,0.734375,0.001
0,0.42374879121780396,755758.0,0.42374879121780396,0.8125,0.001
0,0.29355862736701965,753302.875,0.29355862736701965,0.828125,0.001
0,0.2535412907600403,758321.4375,0.2535412907600403,0.921875,0.001
0,0.32841768860816956,756669.125,0.32841768860816956,0.828125,0.001
0,0.29596251249313354,755088.0625,0.29596251249313354,0.875,0.001
0,0.3637576103210449,755729.125,0.3637576103210449,0.796875,0.001
0,0.30682986974716187,755118.9375,0.30682986974716187,0.8125,0.001
0,0.392818421125412,755323.375,0.392818421125412,0.703125,0.001
0,0.3050521910190582,758103.5625,0.3050521910190582,0.84375,0.001
0,0.4436540901660919,756526.125,0.4436540901660919,0.671875,0.001
0,0.48177242279052734,756561.5625,0.48177242279052734,0.8125,0.001
0,0.5574254393577576,756036.5625,0.5574254393577576,0.734375,0.001
0,0.38282057642936707,755965.3125,0.38282057642936707,0.734375,0.001
0,0.49684828519821167,755299.0625,0.49684828519821167,0.6875,0.001
0,0.3350582718849182,757567.8125,0.3350582718849182,0.796875,0.001
0,0.31781455874443054,755140.125,0.31781455874443054,0.828125,0.001
0,0.5037710070610046,756962.25,0.5037710070610046,0.671875,0.001
0,0.30030763149261475,759297.8125,0.30030763149261475,0.796875,0.001
0,0.35103657841682434,756230.75,0.35103657841682434,0.796875,0.001
0,0.3588137626647949,757229.75,0.3588137626647949,0.71875,0.001
0,0.3483312726020813,757746.1875,0.3483312726020813,0.796875,0.001
0,0.27332621812820435,757203.375,0.27332621812820435,0.8125,0.001
0,0.2195451557636261,757457.0,0.2195451557636261,0.875,0.001
0,0.31899920105934143,756847.5625,0.31899920105934143,0.828125,0.001
0,0.5349287390708923,755574.875,0.5349287390708923,0.6875,0.001
0,0.33867788314819336,757231.9375,0.33867788314819336,0.796875,0.001
0,0.31559428572654724,758471.0625,0.31559428572654724,0.765625,0.001
0,0.4793263077735901,755086.75,0.4793263077735901,0.71875,0.001
0,0.30347925424575806,756949.875,0.30347925424575806,0.828125,0.001
0,0.27429383993148804,755567.5625,0.27429383993148804,0.828125,0.001
0,0.40694552659988403,757970.75,0.40694552659988403,0.765625,0.001
0,0.5082651376724243,755552.4375,0.5082651376724243,0.765625,0.001
0,0.40827712416648865,756570.0625,0.40827712416648865,0.734375,0.001
0,0.3366939425468445,754999.75,0.3366939425468445,0.828125,0.001
0,0.3544435501098633,755258.75,0.3544435501098633,0.78125,0.001
0,0.20318911969661713,756286.3125,0.20318911969661713,0.9375,0.001
0,0.496679425239563,758022.75,0.496679425239563,0.765625,0.001
0,0.4082302749156952,757296.6875,0.4082302749156952,0.828125,0.001
0,0.4159674346446991,756532.125,0.4159674346446991,0.796875,0.001
0,0.3182690441608429,756303.5625,0.3182690441608429,0.84375,0.001
0,0.3710687458515167,756821.9375,0.3710687458515167,0.796875,0.001
0,0.283856064081192,758012.375,0.283856064081192,0.796875,0.001
0,0.3401184380054474,757095.5,0.3401184380054474,0.8125,0.001
0,0.3320643901824951,754963.0,0.3320643901824951,0.75,0.001
0,0.2905125916004181,756447.625,0.2905125916004181,0.75,0.001
0,0.3112824857234955,755564.0,0.3112824857234955,0.8125,0.001
0,0.35542723536491394,753444.8125,0.35542723536491394,0.765625,0.001
0,0.49729159474372864,757966.25,0.49729159474372864,0.65625,0.001
0,0.39776527881622314,757106.75,0.39776527881622314,0.6875,0.001
0,0.30887293815612793,754631.0,0.30887293815612793,0.765625,0.001
0,0.3627094626426697,755335.375,0.3627094626426697,0.78125,0.001
0,0.316165953874588,754612.0,0.316165953874588,0.765625,0.001
0,0.35301339626312256,757394.0625,0.35301339626312256,0.828125,0.001
0,0.43104615807533264,758137.5625,0.43104615807533264,0.734375,0.001
0,0.32620769739151,755769.375,0.32620769739151,0.796875,0.001
0,0.34379255771636963,757760.875,0.34379255771636963,0.8125,0.001
0,0.5815362930297852,758246.6875,0.5815362930297852,0.734375,0.001
0,0.3397475779056549,757013.3125,0.3397475779056549,0.8125,0.001
0,0.38036537170410156,757039.875,0.38036537170410156,0.8125,0.001
0,0.35593360662460327,759099.375,0.35593360662460327,0.765625,0.001
0,0.24942198395729065,760147.875,0.24942198395729065,0.875,0.001
0,0.29515817761421204,755725.5625,0.29515817761421204,0.765625,0.001
0,0.28167450428009033,756850.0625,0.28167450428009033,0.84375,0.001
0,0.3346034586429596,756554.1875,0.3346034586429596,0.8125,0.001
0,0.4113260805606842,759170.9375,0.4113260805606842,0.734375,0.001
0,0.3483821451663971,756731.4375,0.3483821451663971,0.796875,0.001
0,0.45471227169036865,758736.75,0.45471227169036865,0.765625,0.001
0,0.3473619222640991,756335.0,0.3473619222640991,0.796875,0.001
0,0.3024753928184509,757847.4375,0.3024753928184509,0.828125,0.001
0,0.3627833127975464,756305.5,0.3627833127975464,0.765625,0.001
0,0.49311962723731995,755172.75,0.49311962723731995,0.59375,0.001
0,0.28259897232055664,757442.75,0.28259897232055664,0.84375,0.001
0,0.2421281486749649,754761.0,0.2421281486749649,0.800000011920929,0.001
1,0.29305920004844666,754821.5625,6.5441694259643555,0.875,0.001
1,0.3664766848087311,756714.5,6.633263111114502,0.796875,0.001
1,0.4371238946914673,758256.625,6.716681480407715,0.78125,0.001
1,0.3082374334335327,757516.875,6.581668853759766,0.828125,0.001
1,0.3103799521923065,753136.375,6.547533988952637,0.78125,0.001
1,0.31093788146972656,756683.375,6.5774664878845215,0.765625,0.001
1,0.3022319972515106,757782.1875,6.577860355377197,0.828125,0.001
1,0.2701060175895691,758137.5625,6.548677444458008,0.78125,0.001
1,0.1843482255935669,757039.875,6.453829288482666,0.859375,0.001
1,0.3564453125,756161.5,6.61865234375,0.8125,0.001
1,0.3317711353302002,756779.5,6.599096298217773,0.765625,0.001
1,0.3057144284248352,757828.1875,6.581724166870117,0.828125,0.001
1,0.30495211482048035,757052.4375,6.57453727722168,0.828125,0.001
1,0.29669955372810364,753892.4375,6.540114879608154,0.875,0.001
1,0.277014821767807,758119.3125,6.5554351806640625,0.796875,0.001
1,0.3420228064060211,757263.875,6.613358974456787,0.84375,0.001
1,0.33461692929267883,757530.625,6.6081624031066895,0.78125,0.001
1,0.2950436472892761,757223.125,6.566042423248291,0.828125,0.001
1,0.3743438720703125,757587.0,6.648355960845947,0.75,0.001
1,0.5021181702613831,755625.0,6.759881973266602,0.703125,0.001
1,0.30116376280784607,757110.8125,6.571232318878174,0.796875,0.001
1,0.5053893327713013,755272.0625,6.76023006439209,0.703125,0.001
1,0.46319466829299927,755434.75,6.719383239746094,0.671875,0.001
1,0.26196664571762085,759088.5625,6.54841423034668,0.859375,0.001
1,0.4915928542613983,756867.125,6.7596435546875,0.671875,0.001
1,0.6452895402908325,756195.875,6.90778112411499,0.65625,0.001
1,0.6095026731491089,756843.75,6.877359867095947,0.734375,0.001
