epoch,step,train_acc_epoch,train_acc_step,train_kl_epoch,train_kl_step,train_loss_epoch,train_loss_step,train_nll_epoch,train_nll_step,val_acc,val_loss
0,49,,0.65625,,622.3502197265625,,0.6667758822441101,,0.6160297989845276,,
0,99,,0.6875,,588.9430541992188,,0.6476618647575378,,0.5996397733688354,,
0,149,,0.640625,,447.63818359375,,0.6756195425987244,,0.6391193866729736,,
0,191,,,,,,,,,0.6990106701850891,0.5720739364624023
0,191,0.6709067225456238,,605.4270629882812,,0.655292809009552,,0.6059267520904541,,,
1,199,,0.59375,,667.0015258789062,,0.7021524906158447,,0.6477655172348022,,
1,249,,0.640625,,602.0623168945312,,0.6664330959320068,,0.6173412799835205,,
1,299,,0.640625,,583.9361572265625,,0.7183663249015808,,0.6707524657249451,,
1,349,,0.59375,,578.0546264648438,,0.7042118310928345,,0.6570775508880615,,
1,383,,,,,,,,,0.6974886059761047,0.5712022185325623
1,383,0.6755544543266296,,613.2811889648438,,0.655625581741333,,0.6056190729141235,,,
2,399,,0.6875,,681.4934692382812,,0.6465926170349121,,0.5910239815711975,,
2,449,,0.703125,,516.9290771484375,,0.6497277617454529,,0.6075776219367981,,
2,499,,0.640625,,562.3171997070312,,0.6974167227745056,,0.651565670967102,,
2,549,,0.6875,,456.7789611816406,,0.6188004016876221,,0.5815548896789551,,
2,575,,,,,,,,,0.6978691220283508,0.571388304233551
2,575,0.6752282977104187,,603.5985107421875,,0.6516551375389099,,0.6024382710456848,,,
3,599,,0.671875,,522.8673095703125,,0.585232675075531,,0.5425983667373657,,
3,649,,0.75,,551.7864990234375,,0.6094217300415039,,0.5644293427467346,,
3,699,,0.734375,,555.3862915039062,,0.6461268067359924,,0.6008409261703491,,
3,749,,0.6875,,554.5645751953125,,0.6300283670425415,,0.5848094820976257,,
3,767,,,,,,,,,0.6974886059761047,0.5731001496315002
3,767,0.6793052554130554,,606.2564697265625,,0.650458812713623,,0.6010249853134155,,,
4,799,,0.671875,,693.2364501953125,,0.6402739882469177,,0.5837478637695312,,
4,849,,0.671875,,772.8870849609375,,0.6692704558372498,,0.6062496304512024,,
4,899,,0.65625,,521.2977905273438,,0.6628921031951904,,0.6203857660293579,,
4,949,,0.625,,541.258544921875,,0.6242984533309937,,0.5801645517349243,,
4,959,,,,,,,,,0.6974886059761047,0.5715183019638062
4,959,0.6718036532402039,,599.4813842773438,,0.6532477140426636,,0.6043662428855896,,,
5,999,,0.734375,,712.0426025390625,,0.6008791923522949,,0.542819619178772,,
5,1049,,0.65625,,588.608642578125,,0.6688308119773865,,0.6208359599113464,,
5,1099,,0.5625,,521.040771484375,,0.7330145835876465,,0.6905292272567749,,
5,1149,,0.53125,,537.7258911132812,,0.7497892379760742,,0.7059433460235596,,
5,1151,,,,,,,,,0.6990106701850891,0.5726855397224426
5,1151,0.6729452013969421,,601.7338256835938,,0.6560623049736023,,0.6069974899291992,,,
6,1199,,0.75,,568.1488647460938,,0.5783807635307312,,0.5320541858673096,,
6,1249,,0.578125,,799.0870361328125,,0.6846159100532532,,0.619458794593811,,
6,1299,,0.625,,725.5707397460938,,0.6831442713737488,,0.6239815950393677,,
6,1343,,,,,,,,,0.6993911862373352,0.572077751159668
6,1343,0.6721298098564148,,601.5816040039062,,0.6569421887397766,,0.6078894734382629,,,
7,1349,,0.625,,512.6920166015625,,0.6901382803916931,,0.6483336687088013,,
7,1399,,0.78125,,535.4943237304688,,0.556884765625,,0.5132208466529846,,
7,1449,,0.6875,,555.9564208984375,,0.612202525138855,,0.5668701529502869,,
7,1499,,0.59375,,533.995849609375,,0.6715097427368164,,0.6279680132865906,,
7,1535,,,,,,,,,0.6974886059761047,0.5715724229812622
7,1535,0.6755544543266296,,601.17919921875,,0.6519027352333069,,0.6028828620910645,,,
8,1549,,0.609375,,833.7546997070312,,0.7063878178596497,,0.6384038925170898,,
8,1599,,0.71875,,540.5743408203125,,0.5958271026611328,,0.5517489314079285,,
8,1649,,0.625,,591.5808715820312,,0.688126802444458,,0.6398895978927612,,
8,1699,,0.734375,,634.1553344726562,,0.5748658776283264,,0.5231571793556213,,
8,1727,,,,,,,,,0.6978691220283508,0.5718226432800293
8,1727,0.6733528971672058,,618.79443359375,,0.6557129621505737,,0.6052567362785339,,,
9,1749,,0.71875,,567.12939453125,,0.6265110969543457,,0.5802676677703857,,
9,1799,,0.671875,,513.1117553710938,,0.6632827520370483,,0.6214438676834106,,
9,1849,,0.65625,,638.4508666992188,,0.6704978346824646,,0.6184388995170593,,
9,1899,,0.75,,713.103515625,,0.6530997157096863,,0.5949536561965942,,
9,1919,,,,,,,,,0.6978691220283508,0.5714009404182434
9,1919,0.6764513850212097,,611.8204956054688,,0.6538181304931641,,0.6039308309555054,,,
10,1949,,0.625,,550.8356323242188,,0.7049334645271301,,0.6600186228752136,,
10,1999,,0.65625,,871.4124755859375,,0.6400399804115295,,0.5689854621887207,,
10,2049,,0.65625,,569.0736694335938,,0.6455923318862915,,0.599190354347229,,
10,2099,,0.6875,,629.581787109375,,0.6424148082733154,,0.59107905626297,,
10,2111,,,,,,,,,0.6993911862373352,0.5713438391685486
10,2111,0.6740052103996277,,604.8509521484375,,0.6501497626304626,,0.6008303761482239,,,
11,2149,,0.75,,576.71728515625,,0.5871058702468872,,0.5400806665420532,,
11,2199,,0.625,,729.26025390625,,0.7315892577171326,,0.6721257567405701,,
11,2249,,0.703125,,482.85595703125,,0.6214925050735474,,0.5821206569671631,,
11,2299,,0.734375,,658.1571655273438,,0.6272439360618591,,0.5735781788825989,,
11,2303,,,,,,,,,0.6982496380805969,0.5718679428100586
11,2303,0.6749836802482605,,612.3737182617188,,0.6549466252326965,,0.6050141453742981,,,
12,2349,,0.765625,,691.0248413085938,,0.609171450138092,,0.5528256297111511,,
12,2399,,0.609375,,681.8644409179688,,0.7033265829086304,,0.6477277278900146,,
12,2449,,0.75,,565.9381103515625,,0.5897073149681091,,0.5435610413551331,,
12,2495,,,,,,,,,0.6967275738716125,0.5722784996032715
12,2495,0.6757990717887878,,612.5003662109375,,0.6538392901420593,,0.6038962602615356,,,
13,2499,,0.75,,603.28125,,0.63437819480896,,0.5851869583129883,,
13,2549,,0.703125,,649.7030639648438,,0.6344414949417114,,0.5814650654792786,,
13,2599,,0.6875,,544.096435546875,,0.6029834747314453,,0.5586181282997131,,
13,2649,,0.671875,,824.5709838867188,,0.6619662642478943,,0.5947312116622925,,
13,2687,,,,,,,,,0.6963470578193665,0.5715044736862183
13,2687,0.6714774966239929,,616.7344360351562,,0.6598654985427856,,0.6095771193504333,,,
14,2699,,0.578125,,516.6546630859375,,0.7260670065879822,,0.6839392781257629,,
14,2749,,0.625,,592.141845703125,,0.7383560538291931,,0.6900731325149536,,
14,2799,,0.6875,,546.2042846679688,,0.6787745952606201,,0.6342374086380005,,
14,2849,,0.703125,,626.1947631835938,,0.6030102968215942,,0.5519506931304932,,
14,2879,,,,,,,,,0.6971080899238586,0.5714940428733826
14,2879,0.6769406199455261,,595.3263549804688,,0.6534868478775024,,0.6049441695213318,,,
15,2899,,0.703125,,602.59814453125,,0.6494150757789612,,0.6002795696258545,,
15,2949,,0.671875,,677.1062622070312,,0.6659414172172546,,0.6107305288314819,,
15,2999,,0.71875,,571.4634399414062,,0.6169885396957397,,0.5703917145729065,,
15,3049,,0.578125,,577.4942016601562,,0.6970563530921936,,0.6499677896499634,,
15,3071,,,,,,,,,0.6978691220283508,0.5719035267829895
15,3071,0.6754729151725769,,606.7999267578125,,0.652932345867157,,0.6034544110298157,,,
16,3099,,0.734375,,632.32080078125,,0.6538627743721008,,0.602303683757782,,
16,3149,,0.671875,,459.7349548339844,,0.7234821915626526,,0.6859956383705139,,
16,3199,,0.71875,,797.794189453125,,0.63679039478302,,0.5717386603355408,,
16,3249,,0.703125,,690.5958862304688,,0.6605165600776672,,0.6042057275772095,,
