epoch,step,train_acc_epoch,train_acc_step,train_kl_epoch,train_kl_step,train_loss_epoch,train_loss_step,train_nll_epoch,train_nll_step,val_acc,val_loss
0,49,,0.765625,,686.9007568359375,,0.5918063521385193,,0.5244697332382202,,
0,99,,0.671875,,513.031982421875,,0.6614905595779419,,0.6111982464790344,,
0,149,,0.765625,,531.4727783203125,,0.561068594455719,,0.5089685320854187,,
0,159,,,,,,,,,0.6866422891616821,0.5848948359489441
0,159,0.6870895028114319,,575.8890991210938,,0.652769923210144,,0.5963156819343567,,,
1,199,,0.75,,568.90869140625,,0.5552995204925537,,0.4995296001434326,,
1,249,,0.71875,,597.356689453125,,0.6210423111915588,,0.5624836683273315,,
1,299,,0.609375,,610.9805908203125,,0.7012463808059692,,0.6413521766662598,,
1,319,,,,,,,,,0.6870997548103333,0.5871336460113525
1,319,0.6819919347763062,,590.1155395507812,,0.6557907462120056,,0.5979421138763428,,,
2,349,,0.71875,,545.5126953125,,0.6112745404243469,,0.5577981472015381,,
2,399,,0.796875,,683.8203125,,0.6015241146087646,,0.5344894528388977,,
2,449,,0.640625,,578.1458740234375,,0.7208217978477478,,0.664146363735199,,
2,479,,,,,,,,,0.6848124265670776,0.589282751083374
2,479,0.6866973638534546,,577.3966064453125,,0.6514495611190796,,0.5948477387428284,,,
3,499,,0.734375,,612.8522338867188,,0.6141449213027954,,0.5540672540664673,,
3,549,,0.6875,,708.5279541015625,,0.6598799824714661,,0.5904232859611511,,
3,599,,0.59375,,516.7969970703125,,0.7056171894073486,,0.6549558043479919,,
3,639,,,,,,,,,0.6884720921516418,0.5876122117042542
3,639,0.6841486096382141,,599.487060546875,,0.6557151675224304,,0.5969476699829102,,,
4,649,,0.65625,,496.7710876464844,,0.684192955493927,,0.6354947090148926,,
4,699,,0.75,,567.759033203125,,0.57440584897995,,0.5187486410140991,,
4,749,,0.734375,,661.6945190429688,,0.6037466526031494,,0.5388810038566589,,
4,799,,0.5600000023841858,,566.02978515625,,0.6771364212036133,,0.6216487288475037,,
4,799,,,,,,,,,0.6820676922798157,0.5860822200775146
4,799,0.6817958950996399,,590.66015625,,0.6535549163818359,,0.59565269947052,,,
5,849,,0.765625,,486.7529602050781,,0.6188070774078369,,0.5710908770561218,,
5,899,,0.671875,,534.6793823242188,,0.6437156200408936,,0.5913012027740479,,
5,949,,0.8125,,636.7030639648438,,0.5741366147994995,,0.5117208957672119,,
5,959,,,,,,,,,0.6843549609184265,0.5868062376976013
5,959,0.6845407485961914,,587.4611206054688,,0.6574298739433289,,0.5998413562774658,,,
6,999,,0.765625,,401.9940185546875,,0.5574869513511658,,0.5180796384811401,,
6,1049,,0.75,,657.3759155273438,,0.6355417966842651,,0.5710995197296143,,
6,1099,,0.625,,647.5010375976562,,0.7228636741638184,,0.6593893766403198,,
6,1119,,,,,,,,,0.6857273578643799,0.5900872349739075
6,1119,0.685619056224823,,581.1414794921875,,0.6531000733375549,,0.5961311459541321,,,
7,1149,,0.6875,,695.0647583007812,,0.6434285044670105,,0.5752915740013123,,
7,1199,,0.71875,,378.9544677734375,,0.6117996573448181,,0.5746508836746216,,
7,1249,,0.65625,,456.6869201660156,,0.660857081413269,,0.6160882711410522,,
7,1279,,,,,,,,,0.6838975548744202,0.5883694887161255
7,1279,0.682972252368927,,598.1658935546875,,0.6563330292701721,,0.5976949334144592,,,
8,1299,,0.71875,,601.2120971679688,,0.6112937927246094,,0.5523571968078613,,
8,1349,,0.75,,601.4193115234375,,0.6224443316459656,,0.5634874105453491,,
8,1399,,0.609375,,516.75390625,,0.6843223571777344,,0.6336652040481567,,
8,1439,,,,,,,,,0.6806953549385071,0.587447464466095
8,1439,0.6825801134109497,,593.056640625,,0.6574658751487732,,0.599328875541687,,,
9,1449,,0.625,,561.4099731445312,,0.6971059441566467,,0.6420711278915405,,
9,1499,,0.796875,,584.014892578125,,0.5380764007568359,,0.48082566261291504,,
9,1549,,0.75,,644.5244140625,,0.578296422958374,,0.5151139497756958,,
9,1599,,0.5600000023841858,,562.5330810546875,,0.7289468050003052,,0.6738018989562988,,
9,1599,,,,,,,,,0.683440089225769,0.5875802040100098
9,1599,0.6819919347763062,,593.4774780273438,,0.6566227674484253,,0.5984444618225098,,,
10,1649,,0.78125,,522.23876953125,,0.5937435030937195,,0.542548656463623,,
10,1699,,0.671875,,523.572021484375,,0.711249053478241,,0.6599234938621521,,
10,1749,,0.75,,528.1270751953125,,0.548130989074707,,0.4963589310646057,,
10,1759,,,,,,,,,0.6848124265670776,0.5879935622215271
10,1759,0.6817958950996399,,593.7286987304688,,0.6551661491394043,,0.5969629287719727,,,
11,1799,,0.765625,,586.5512084960938,,0.5819677114486694,,0.5244683027267456,,
11,1849,,0.671875,,640.1002197265625,,0.6347817182540894,,0.5720329284667969,,
11,1899,,0.625,,591.9226684570312,,0.6871687173843384,,0.6291427612304688,,
11,1919,,,,,,,,,0.6848124265670776,0.5879129767417908
11,1919,0.6853249669075012,,598.9494018554688,,0.6536266803741455,,0.5949119329452515,,,
12,1949,,0.734375,,698.7905883789062,,0.6280025243759155,,0.5595003366470337,,
12,1999,,0.75,,509.12957763671875,,0.6256691813468933,,0.5757594108581543,,
12,2049,,0.65625,,585.0296020507812,,0.6934438347816467,,0.6360936164855957,,
12,2079,,,,,,,,,0.6825251579284668,0.5872902870178223
12,2079,0.6865993738174438,,581.0912475585938,,0.6530460119247437,,0.5960819125175476,,,
13,2099,,0.671875,,520.2289428710938,,0.6324690580368042,,0.5814712047576904,,
13,2149,,0.671875,,609.26318359375,,0.6295949220657349,,0.5698691010475159,,
13,2199,,0.6875,,640.872802734375,,0.6621561646461487,,0.5993316769599915,,
13,2239,,,,,,,,,0.6875571608543396,0.5873293876647949
13,2239,0.6858150959014893,,586.4329223632812,,0.6544345021247864,,0.5969467759132385,,,
14,2249,,0.625,,498.182861328125,,0.6852498054504395,,0.6364131569862366,,
14,2299,,0.828125,,492.135009765625,,0.5319111943244934,,0.48366737365722656,,
14,2349,,0.71875,,764.7680053710938,,0.6425387859344482,,0.5675688982009888,,
14,2399,,0.6000000238418579,,555.367431640625,,0.7257632613182068,,0.6713207960128784,,
14,2399,,,,,,,,,0.6843549609184265,0.5858839750289917
14,2399,0.682482123374939,,589.61181640625,,0.6568176746368408,,0.5990180969238281,,,
15,2449,,0.765625,,629.4512939453125,,0.6299219131469727,,0.5682170391082764,,
15,2499,,0.71875,,492.43804931640625,,0.6610913276672363,,0.6128178238868713,,
15,2549,,0.75,,582.9144287109375,,0.5818536281585693,,0.5247107744216919,,
15,2559,,,,,,,,,0.6870997548103333,0.5870273113250732
15,2559,0.6831682920455933,,586.3746948242188,,0.6515948176383972,,0.594112753868103,,,
16,2599,,0.796875,,568.7740478515625,,0.5676984786987305,,0.5119417905807495,,
16,2649,,0.75,,729.9503173828125,,0.6356191039085388,,0.5640623569488525,,
16,2699,,0.609375,,545.1414794921875,,0.7056302428245544,,0.6521902680397034,,
16,2719,,,,,,,,,0.6875571608543396,0.5926098823547363
16,2719,0.6804234981536865,,596.4090576171875,,0.6567252278327942,,0.598259449005127,,,
17,2749,,0.71875,,415.22637939453125,,0.6028807759284973,,0.5621762871742249,,
17,2799,,0.71875,,472.8223571777344,,0.6235619783401489,,0.5772113800048828,,
17,2849,,0.671875,,563.7176513671875,,0.6930063366889954,,0.6377453207969666,,
17,2879,,,,,,,,,0.6838975548744202,0.5890448689460754
17,2879,0.688265860080719,,590.0399169921875,,0.6526404023170471,,0.5947989225387573,,,
18,2899,,0.75,,603.1785278320312,,0.6141225099563599,,0.5549931526184082,,
18,2949,,0.6875,,624.1543579101562,,0.6462765336036682,,0.5850909352302551,,
18,2999,,0.625,,551.0274658203125,,0.6995457410812378,,0.6455287337303162,,
18,3039,,,,,,,,,0.6870997548103333,0.58889240026474
18,3039,0.6849328279495239,,597.806640625,,0.6557886600494385,,0.5971859097480774,,,
19,3049,,0.640625,,499.9930725097656,,0.700068473815918,,0.6510543823242188,,
19,3099,,0.8125,,675.0809936523438,,0.5466771721839905,,0.4804992377758026,,
19,3149,,0.734375,,545.184814453125,,0.622832179069519,,0.5693879127502441,,
19,3199,,0.6000000238418579,,578.948974609375,,0.714573860168457,,0.6578197479248047,,
19,3199,,,,,,,,,0.6870997548103333,0.5889507532119751
19,3199,0.688265860080719,,595.5389404296875,,0.651733934879303,,0.5933534502983093,,,
20,3249,,0.828125,,643.5454711914062,,0.6093047857284546,,0.5462182760238647,,
20,3299,,0.71875,,477.3832702636719,,0.6520386934280396,,0.6052410006523132,,
20,3349,,0.75,,501.5769958496094,,0.5930095314979553,,0.5438401103019714,,
20,3359,,,,,,,,,0.686184823513031,0.5870428085327148
